6.75E+07,1.15E+00,1.02E+00,9.36E+00,3.00E+00
6.75E+07,1.46E+00,7.68E-01,9.67E+00,3.00E+00
6.75E+07,-1.17E-01,1.80E-01,8.04E+00,3.00E+00
6.75E+07,-3.36E-01,4.47E-01,7.59E+00,3.00E+00
6.75E+07,1.22E+00,1.39E+00,8.98E+00,3.00E+00
6.75E+07,1.07E+00,8.53E-01,9.44E+00,3.00E+00
6.75E+07,1.12E+00,-2.25E-01,8.87E+00,3.00E+00
6.75E+07,2.28E+00,-4.82E-02,9.57E+00,3.00E+00
6.75E+07,2.26E+00,1.50E-01,9.96E+00,3.00E+00
6.75E+07,1.64E+00,-2.31E-02,1.04E+01,3.00E+00
6.75E+07,5.82E-01,-3.49E-01,1.13E+01,3.00E+00
6.75E+07,1.59E-01,-7.90E-01,1.08E+01,3.00E+00
6.75E+07,-7.96E-02,-7.49E-01,1.03E+01,3.00E+00
6.75E+07,2.86E-01,-3.56E-01,1.13E+01,3.00E+00
6.75E+07,1.08E+00,-6.28E-01,1.07E+01,3.00E+00
6.75E+07,1.99E+00,-1.39E+00,9.07E+00,3.00E+00
6.75E+07,2.61E+00,-7.64E-01,9.31E+00,3.00E+00
6.75E+07,2.26E+00,3.71E-01,1.04E+01,3.00E+00
6.75E+07,1.82E+00,9.66E-02,1.02E+01,3.00E+00
6.75E+07,1.44E+00,-3.00E-01,9.05E+00,3.00E+00
6.75E+07,6.60E-01,1.37E-01,8.83E+00,3.00E+00
6.75E+07,1.11E+00,-6.62E-02,9.15E+00,3.00E+00
6.75E+07,1.37E+00,-5.41E-01,9.28E+00,3.00E+00
6.75E+07,1.06E+00,-1.10E-01,9.42E+00,3.00E+00
6.75E+07,1.06E+00,1.86E-01,8.67E+00,3.00E+00
6.75E+07,1.22E+00,-9.15E-01,7.50E+00,3.00E+00
6.75E+07,1.33E+00,-1.65E+00,8.79E+00,3.00E+00
6.75E+07,2.25E+00,-2.09E+00,1.08E+01,3.00E+00
6.75E+07,1.60E+00,-1.89E+00,1.20E+01,3.00E+00
6.75E+07,1.54E-01,-1.75E+00,1.05E+01,3.00E+00
6.75E+07,4.73E-02,-1.24E+00,1.01E+01,3.00E+00
6.75E+07,4.63E-01,-1.50E+00,1.19E+01,3.00E+00
6.75E+07,1.47E+00,-3.19E+00,1.20E+01,3.00E+00
6.75E+07,2.76E+00,-3.43E+00,1.28E+01,3.00E+00
6.75E+07,2.35E+00,-1.56E+00,1.18E+01,3.00E+00
6.75E+07,2.86E-01,3.01E-01,4.16E+00,3.00E+00
6.75E+07,-5.98E-01,8.82E-01,4.18E+00,3.00E+00
6.75E+07,-1.17E+00,7.99E-02,8.34E+00,3.00E+00
6.75E+07,2.15E-01,-1.37E+00,1.22E+01,3.00E+00
6.75E+07,3.57E-01,-1.87E+00,1.24E+01,3.00E+00
6.75E+07,-5.18E-01,-9.52E-01,1.04E+01,3.00E+00
6.75E+07,-7.39E-01,6.52E-01,8.64E+00,3.00E+00
6.75E+07,-7.96E-02,1.51E+00,8.23E+00,3.00E+00
6.75E+07,3.99E-01,1.08E+00,9.43E+00,3.00E+00
6.75E+07,-1.66E-01,3.76E-01,9.75E+00,3.00E+00
6.75E+07,3.35E-01,-4.03E-01,1.03E+01,3.00E+00
6.75E+07,2.13E+00,-1.26E+00,9.99E+00,3.00E+00
6.75E+07,2.28E+00,-1.08E+00,1.06E+01,3.00E+00
6.75E+07,1.13E+00,-9.11E-01,1.11E+01,3.00E+00
6.75E+07,-5.42E-01,-6.97E-01,1.12E+01,3.00E+00
6.75E+07,-1.91E+00,1.77E-01,1.05E+01,3.00E+00
6.75E+07,-2.93E+00,3.85E-01,7.15E+00,3.00E+00
6.75E+07,-1.43E+00,1.11E+00,4.60E+00,3.00E+00
6.75E+07,-1.10E+00,1.50E+00,5.49E+00,3.00E+00
6.75E+07,-3.75E+00,1.82E+00,7.69E+00,3.00E+00
