11/12/2017 8:12,65,0
11/12/2017 8:06,67,1
11/12/2017 8:00,88,1
11/12/2017 7:54,65,1
11/12/2017 7:47,63,1
11/12/2017 7:41,66,1
11/12/2017 7:36,70,0
11/12/2017 7:31,64,0
11/12/2017 7:26,62,0
11/12/2017 7:20,62,0
11/12/2017 7:15,58,0
11/12/2017 7:10,65,0
11/12/2017 7:05,59,0
11/12/2017 6:59,65,1
11/12/2017 6:54,62,1
11/12/2017 6:49,64,1
11/12/2017 6:43,86,1
11/12/2017 6:38,63,1
11/12/2017 6:33,64,1
11/12/2017 6:27,81,1
11/12/2017 6:22,63,1
11/12/2017 6:17,87,1
11/12/2017 6:11,65,1
11/12/2017 6:06,63,1
11/12/2017 6:00,81,1
11/12/2017 5:55,61,1
11/12/2017 5:49,90,1
11/12/2017 5:41,70,2
11/12/2017 5:35,70,2
11/12/2017 5:29,67,2
11/12/2017 5:24,69,2
11/12/2017 5:18,72,2
11/12/2017 5:13,64,2
11/12/2017 5:07,71,2
11/12/2017 5:02,73,2
11/12/2017 4:56,70,2
11/12/2017 4:51,67,2
11/12/2017 4:46,67,2
11/12/2017 4:41,79,2
11/12/2017 4:35,71,1
11/12/2017 4:30,72,1
11/12/2017 4:24,86,1
11/12/2017 4:18,69,1
11/12/2017 4:13,66,1
11/12/2017 4:08,81,1
11/12/2017 4:02,76,1
11/12/2017 3:57,71,1
11/12/2017 3:52,73,2
11/12/2017 3:46,71,2
11/12/2017 3:41,70,2
11/12/2017 3:36,76,2
11/12/2017 3:31,75,2
11/12/2017 3:25,74,2
11/12/2017 3:20,76,2
11/12/2017 3:15,74,2
11/12/2017 3:09,73,2
11/12/2017 3:03,74,2
11/12/2017 2:57,77,1
11/12/2017 2:51,76,2
11/12/2017 2:46,68,2
11/12/2017 2:40,74,2
11/12/2017 2:35,74,2
11/12/2017 2:29,71,2
11/12/2017 2:23,71,2
11/12/2017 2:18,69,2
11/12/2017 2:12,69,2
11/12/2017 2:05,70,2
11/12/2017 1:59,74,1
11/12/2017 1:54,74,1
11/12/2017 1:48,74,1
11/12/2017 1:42,79,1
11/12/2017 1:37,74,1
11/12/2017 1:32,79,0
11/12/2017 1:26,79,0
11/12/2017 1:18,86,0
11/12/2017 1:13,76,0
11/12/2017 1:05,77,0
11/12/2017 0:57,80,0
