6.42E+07,-3.18E-01,-1.14E+00,9.87E+00,0.00E+00
6.42E+07,-2.93E-02,-1.17E+00,9.79E+00,0.00E+00
6.42E+07,1.50E-02,-1.17E+00,9.70E+00,0.00E+00
6.42E+07,-5.65E-04,-1.17E+00,9.73E+00,0.00E+00
6.42E+07,-4.96E-02,-1.11E+00,9.75E+00,0.00E+00
6.42E+07,-1.02E-01,-1.04E+00,9.74E+00,0.00E+00
6.42E+07,-1.49E-01,-1.01E+00,9.74E+00,0.00E+00
6.42E+07,-2.29E-01,-1.05E+00,9.69E+00,0.00E+00
6.42E+07,-3.20E-01,-1.11E+00,9.63E+00,0.00E+00
6.42E+07,-3.39E-01,-1.14E+00,9.66E+00,0.00E+00
6.42E+07,-2.39E-01,-1.14E+00,9.71E+00,0.00E+00
6.42E+07,-8.56E-02,-1.18E+00,9.78E+00,0.00E+00
6.42E+07,-5.65E-04,-1.21E+00,9.76E+00,0.00E+00
6.42E+07,-1.73E-02,-1.21E+00,9.70E+00,0.00E+00
6.42E+07,-1.24E-01,-1.19E+00,9.62E+00,0.00E+00
6.42E+07,-2.06E-01,-1.18E+00,9.64E+00,0.00E+00
6.42E+07,-2.22E-01,-1.17E+00,9.69E+00,0.00E+00
6.42E+07,-2.03E-01,-1.19E+00,9.73E+00,0.00E+00
6.42E+07,-1.68E-01,-1.20E+00,9.75E+00,0.00E+00
6.42E+07,-1.75E-01,-1.16E+00,9.73E+00,0.00E+00
6.42E+07,-1.67E-01,-1.15E+00,9.70E+00,0.00E+00
6.42E+07,-1.71E-01,-1.13E+00,9.68E+00,0.00E+00
6.42E+07,-2.20E-01,-1.11E+00,9.68E+00,0.00E+00
6.42E+07,-2.21E-01,-1.14E+00,9.70E+00,0.00E+00
6.42E+07,-2.18E-01,-1.14E+00,9.70E+00,0.00E+00
6.42E+07,-1.97E-01,-1.14E+00,9.69E+00,0.00E+00
6.42E+07,-1.93E-01,-1.12E+00,9.69E+00,0.00E+00
6.42E+07,-1.87E-01,-1.11E+00,9.70E+00,0.00E+00
6.42E+07,-1.92E-01,-1.10E+00,9.72E+00,0.00E+00
6.42E+07,-2.04E-01,-1.11E+00,9.70E+00,0.00E+00
6.42E+07,-2.02E-01,-1.12E+00,9.71E+00,0.00E+00
6.42E+07,-2.00E-01,-1.10E+00,9.69E+00,0.00E+00
6.42E+07,-1.89E-01,-1.07E+00,9.71E+00,0.00E+00
6.42E+07,-1.85E-01,-1.06E+00,9.73E+00,0.00E+00
6.42E+07,-2.00E-01,-1.11E+00,9.72E+00,0.00E+00
6.42E+07,-1.86E-01,-1.15E+00,9.70E+00,0.00E+00
6.42E+07,-1.81E-01,-1.18E+00,9.67E+00,0.00E+00
6.42E+07,-1.98E-01,-1.17E+00,9.68E+00,0.00E+00
6.42E+07,-2.52E-01,-1.19E+00,9.70E+00,0.00E+00
6.42E+07,-2.65E-01,-1.19E+00,9.67E+00,0.00E+00
6.42E+07,-2.85E-01,-1.21E+00,9.66E+00,0.00E+00
6.42E+07,-2.72E-01,-1.19E+00,9.67E+00,0.00E+00
6.42E+07,-2.40E-01,-1.15E+00,9.68E+00,0.00E+00
6.42E+07,-2.16E-01,-1.11E+00,9.70E+00,0.00E+00
6.42E+07,-1.66E-01,-1.10E+00,9.72E+00,0.00E+00
6.42E+07,-1.44E-01,-1.11E+00,9.73E+00,0.00E+00
6.42E+07,-1.39E-01,-1.13E+00,9.72E+00,0.00E+00
6.42E+07,-1.43E-01,-1.13E+00,9.71E+00,0.00E+00
6.42E+07,-1.37E-01,-1.15E+00,9.70E+00,0.00E+00
6.42E+07,-6.76E-02,-1.14E+00,9.71E+00,0.00E+00
6.42E+07,-1.04E-01,-1.18E+00,9.70E+00,0.00E+00
6.42E+07,-2.54E-01,-1.29E+00,9.69E+00,0.00E+00
6.42E+07,-3.60E-01,-1.37E+00,9.68E+00,0.00E+00
6.42E+07,-3.38E-01,-1.39E+00,9.66E+00,0.00E+00
6.42E+07,-2.28E-01,-1.31E+00,9.65E+00,0.00E+00
6.42E+07,-1.14E-01,-1.18E+00,9.64E+00,0.00E+00
6.42E+07,-7.96E-02,-1.04E+00,9.68E+00,0.00E+00
6.42E+07,-1.26E-01,-9.53E-01,9.81E+00,0.00E+00
6.42E+07,-1.90E-01,-9.14E-01,9.80E+00,0.00E+00
6.42E+07,-2.51E-01,-9.38E-01,9.75E+00,0.00E+00
6.42E+07,-2.39E-01,-9.64E-01,9.69E+00,0.00E+00
6.42E+07,-2.16E-01,-9.80E-01,9.69E+00,0.00E+00
6.42E+07,-2.06E-01,-1.00E+00,9.69E+00,0.00E+00
6.42E+07,-2.34E-01,-9.88E-01,9.74E+00,0.00E+00
6.42E+07,-2.54E-01,-9.36E-01,9.74E+00,0.00E+00
6.42E+07,-2.76E-01,-9.34E-01,9.71E+00,0.00E+00
6.42E+07,-2.87E-01,-1.00E+00,9.68E+00,0.00E+00
6.42E+07,-3.09E-01,-1.09E+00,9.66E+00,0.00E+00
6.42E+07,-3.12E-01,-1.11E+00,9.70E+00,0.00E+00
6.42E+07,-3.13E-01,-1.10E+00,9.74E+00,0.00E+00
6.42E+07,-2.77E-01,-1.09E+00,9.71E+00,0.00E+00
6.42E+07,-2.03E-01,-1.12E+00,9.66E+00,0.00E+00
6.42E+07,-1.77E-01,-1.18E+00,9.65E+00,0.00E+00
6.42E+07,-1.85E-01,-1.30E+00,9.64E+00,0.00E+00
6.42E+07,-2.44E-01,-1.39E+00,9.65E+00,0.00E+00
6.42E+07,-3.12E-01,-1.45E+00,9.68E+00,0.00E+00
6.42E+07,-3.11E-01,-1.42E+00,9.66E+00,0.00E+00
6.42E+07,-2.10E-01,-1.28E+00,9.61E+00,0.00E+00
6.42E+07,-1.48E-01,-1.11E+00,9.64E+00,0.00E+00
6.42E+07,-1.43E-01,-1.04E+00,9.72E+00,0.00E+00
